Sentence,QorA,,,,,,,,,,,,
The trumpet can be confused with what close relative ,1,,,,,,,,,,,,
Where is it an official language?,1,,,,,,,,,,,,
Can a flute be played with several different air sources ,1,,,,,,,,,,,,
Which fruit inspired Isaac Newton's theory of gravitation ,1,,,,,,,,,,,,
What kinds of changes have larger kangaroos adapted much better to ,1,,,,,,,,,,,,
"I wish that the GPS had a remote control that allowed you to change screens without having to lean forward while driving, or better yet, responded to voice commands .",0,,,,,,,,,,,,
"Were the city's other names Petrograd (, 1914 -- 1924) and Leningrad (, 1924 -- 1991) ",1,,,,,,,,,,,,
Do giant pandas attack humans ,1,,,,,,,,,,,,
"I purchased this car because the amount of time I spend on the road, I need a comfortable car that is reliable .",0,,,,,,,,,,,,
Is it advantageous for a grand piano's metal plate to be quite massive ,1,,,,,,,,,,,,
Excellent location and service .,0,,,,,,,,,,,,
When did Beijing host the Olympic Games?,1,,,,,,,,,,,,
Is the old ghana 500 miles ,1,,,,,,,,,,,,
"Would a tiger be likely to feedon smaller animals, such as mice?",1,,,,,,,,,,,,
Do the different species of zebras interbreed ,1,,,,,,,,,,,,
 This Accord is the only large car I found with upscale comfort amenities and a good manual transmission .,0,,,,,,,,,,,,
Did Roosevelt support racial integration in schools?,1,,,,,,,,,,,,
What are some of the cougar's primary food sources ,1,,,,,,,,,,,,
Was education another area  of service  for Faraday?,1,,,,,,,,,,,,
" Like the extra features ,  pedometer, video camera, radio, speakers .",0,,,,,,,,,,,,
"Can the title of this famous 1811 paper be roughly translated into English as ""essay on determining the Relative Masses of the Elementary Molecules of Bodies"" ?",1,,,,,,,,,,,,
 I noticed this almost immediately but thought it was due to my poor eyesight .,0,,,,,,,,,,,,
" The location could not have been better with being so close to the Underground station and near good restaurants, grocery stores, post office, pharmacy, Internet cafe .",0,,,,,,,,,,,,
Do Terrestrial tortoises have short feet?,1,,,,,,,,,,,,
Is a Kangaroo a Marsupial ,1,,,,,,,,,,,,
" Initially the dashboard controls were a little intimidating, but it doesn't take long to get comfortable with them .",0,,,,,,,,,,,,
What are the designs and decorations of the Montreal Metro System said to be ,1,,,,,,,,,,,,
Who determined the dependence of the boiling of water with atmospheric pressure ,1,,,,,,,,,,,,
Is diglossia a common feature in mainland China and Taiwan ,1,,,,,,,,,,,,
Do butterflies carry more pollen than Hymenoptera ,1,,,,,,,,,,,,
excellent location friendly staff .,0,,,,,,,,,,,,
" The location is excellent ,  near to the Tube and walking distance of a lot of attractions .",0,,,,,,,,,,,,
 I have not done an actual test of the full battery life but from what iv seen in general use it has around 9 hours while running wifi and other applications with around half screen brightness .,0,,,,,,,,,,,,
What kind of instrument is the spanish language?,1,,,,,,,,,,,,
Who S10_sets up shrines ,1,,,,,,,,,,,,
"Hence, can relative molecular  masses be calculated from the masses  of gas samples?",1,,,,,,,,,,,,
" I've had the 1005HA, PU1X for a week now ,  on and running applications continuously ,  without a single crash, blue screen, or hangup .",0,,,,,,,,,,,,
 Back seat comfort and entry exit are great .,0,,,,,,,,,,,,
Where did Tesla study electrical engineering?,1,,,,,,,,,,,,
 4 DO NOT GET WAX ON YOUR SCREEN .,0,,,,,,,,,,,,
Is the leopard one of the four 'big cats' ,1,,,,,,,,,,,,
What is the largest ethnic minority in Romania ,1,,,,,,,,,,,,
This is a good basic hotel which has a terrific location .,0,,,,,,,,,,,,
 The location and American standards   are nice touches .,0,,,,,,,,,,,,
Are termites actually more closely related to cockroaches as well as mantids ,1,,,,,,,,,,,,
" With six font sizes, even the visually impaired could benefit from this feature .",0,,,,,,,,,,,,
The eggs of the largest species are what?,1,,,,,,,,,,,,
I can make the font the perfect size for my eyes .,0,,,,,,,,,,,,
Are diving ducks heavier tha dabbling ducks ,1,,,,,,,,,,,,
 I have used the video camera nd the sound is good considering and the picture is,0,,,,,,,,,,,,
" I do not use most of the features, such as gaming, that seem to benefit most from the upgrade .",0,,,,,,,,,,,,
" Video recorder only, cannot take just photos .",0,,,,,,,,,,,,
Great location pub in the ground floor .,0,,,,,,,,,,,,
What is used to tune a cello?,1,,,,,,,,,,,,
Is Jakarta the 12th largest city in the world ,1,,,,,,,,,,,,
Is the president elected by popular vote ,1,,,,,,,,,,,,
Does a classical lyre have a hollow body ,1,,,,,,,,,,,,
The most active Academies of Arabic Language are found where ,1,,,,,,,,,,,,
" It drives well, the satellite radio is awesome and it has the comfort of home .",0,,,,,,,,,,,,
" Ample room for someone that is 6'2 , and extremely comfortable for my daily commute   .",0,,,,,,,,,,,,
What are the three heaviest cats in the world ,1,,,,,,,,,,,,
What is an official language of the European Union?,1,,,,,,,,,,,,
" I found myself constantly changing the angle of the body, changing the font size up and down and the distance away from me .",0,,,,,,,,,,,,
"A Great Location, Friendly And Polite Staff, First Class Breakfast And Rooms As Described Above Will Have Me Returning Again And Again .",0,,,,,,,,,,,,
" No line, a plate full of REAL food with drink included for $7 each .",0,,,,,,,,,,,,
Did Faraday receive an extensive formal education?,1,,,,,,,,,,,,
 Gas mileage is 28 mpg on combined and 32 when we were on trip of 100 miles .,0,,,,,,,,,,,,
Good Location New Room Bad Service  .,0,,,,,,,,,,,,
Are more than 100 languages and dialects spoken in Ghana  ,1,,,,,,,,,,,,
What to be born on the fourth of July ,1,,,,,,,,,,,,
What is the first word on the page ,1,,,,,,,,,,,,
Was Volta buried where he died or was he buried someplace else ,1,,,,,,,,,,,,
" DON'T rely on your test drive, the seats are Very uncomfortable and when the engine goes into the  econo  mode the vehicle  shifts rocks violently  forward and when leaving the  econo  mode it shifts rocks forward once again which means that the vehicle is  CONTINUOUSLY  SHAKING AND ROCKING .",0,,,,,,,,,,,,
Great location but don't bring the car !,0,,,,,,,,,,,,
" Had an appetizer at the Lobby Lounge, and the food came from the Palm Restaurant .",0,,,,,,,,,,,,
 Seats are stiff but once adjusted seem to become more comfortable .,0,,,,,,,,,,,,
The State Court rules what ,1,,,,,,,,,,,,
"Did Webster write, ""I can now sleep of nights"" ",1,,,,,,,,,,,,
"Hard to see full web pages on small screen, resolution inadequate .",0,,,,,,,,,,,,
",  don't know why they use the screen size most do ,  1024 x 600 seems cramped",0,,,,,,,,,,,,
What happened on plants and fungi ,1,,,,,,,,,,,,
Is Swedish a descendant of Old Norse ,1,,,,,,,,,,,,
 The location is excellent being a few minutes walk from Gloucester Road tube station with its good connection to Heathrow airport and to central London .,0,,,,,,,,,,,,
"I had a great experience here from the quality of the lobby, to the quality of the room, to the view, to the room service, to the food .",0,,,,,,,,,,,,
" The interior is roomy, the ride is smooth and solid and yet it has excellent gas mileage .",0,,,,,,,,,,,,
who was his mentor ,1,,,,,,,,,,,,
Is 9 %  of the Internet  population German?,1,,,,,,,,,,,,
What's the timber of ancient cimbals like  disfluent,1,,,,,,,,,,,,
Is faraday best known for his work with kinematics ,1,,,,,,,,,,,,
In what year did Henri Becquerel die?,1,,,,,,,,,,,,
 The location of the hotel is excellent .,0,,,,,,,,,,,,
Did Wilson support the committee system?,1,,,,,,,,,,,,
"Also if you install Firefox web browser and push the f11 key the browser becomes full screen, helpful on a small screen .",0,,,,,,,,,,,,
 The video looks great and it's easy to use .,0,,,,,,,,,,,,
About how many Koreans speakers are there ,1,,,,,,,,,,,,
 1 keyboard still floats  2the screen goes to a solid blue screen either right after starting or after it sits a while .,0,,,,,,,,,,,,
Did Wilson have any siblings?,1,,,,,,,,,,,,
Are the caves of Dragon Bone Hill near the village of Zhoukoudian in Fangshan District?,1,,,,,,,,,,,,
 All features worked excellently for me so far especially appreciate the touchpad lock button  as well as the screen off function key .,0,,,,,,,,,,,,
What is polar bear's skin color ,1,,,,,,,,,,,,
Did Alessandro Volta die and retire in the same place ,1,,,,,,,,,,,,
 We ordered room service for late night ice cream and fruit and also breakfast and it was prompt and very excellent food .,0,,,,,,,,,,,,
" With 1GB of RAM, it really isn't TOO bad to try to run Photoshop or something either  , but the screen would be too small for something like that anyhow .",0,,,,,,,,,,,,
"1All the fonts look exactly the same, regardless of the book .",0,,,,,,,,,,,,
"Are among the best-known of Rockwell's works the Willie Gillis series, Rosie the Riveter (although his Rosie was reproduced less than others of the day), Saying Grace (1951), and the Four Freedoms series ",1,,,,,,,,,,,,
"  they would ask, to which I would squint my eyes and reply,  Huh ?",0,,,,,,,,,,,,
"The location of the hotel was excellent, a 5 min stroll from Gloucester Road tube, next to tesco express and a large supermarket just around the corner .",0,,,,,,,,,,,,
" The ways the screen opens   enables a smaller footprint when the case is closed, although it limits how far back the screen will tilt .",0,,,,,,,,,,,,
Can black swans swim with only one leg?,1,,,,,,,,,,,,
" And maybe it's something I need to figure out how to fix, but I don't like the aspect ratio of the screen either .",0,,,,,,,,,,,,
Institution formed the foundation of what?,1,,,,,,,,,,,,
 Gas mileage on the first tank was 30 .,0,,,,,,,,,,,,
Are adult ducks fast fliers ,1,,,,,,,,,,,,
How long was Alessandro Volta a professor at the University of Pavia ,1,,,,,,,,,,,,
Did the predecessors to trumpets have valves?,1,,,,,,,,,,,,
Do both sexes of giraffe have horns?,1,,,,,,,,,,,,
"Have other techniques been used to cause drums to make sound, such as the ``Thumb roll'' ",1,,,,,,,,,,,,
" the video recorder, sound, look  .",0,,,,,,,,,,,,
Is german an inflected  language?,1,,,,,,,,,,,,
Do 79 percent of the population not use the Internet  ,1,,,,,,,,,,,,
Was the Bucharest Metro only opened in 1979  ,1,,,,,,,,,,,,
Why are otters vulnerable to prey depletion?,1,,,,,,,,,,,,
What information did he record in his diary ,1,,,,,,,,,,,,
Who was John Monroe standing behind in the painting of  Washington Crossing the Delaware ,1,,,,,,,,,,,,
Mount Royal Park's wooden design was created by what famous designer ,1,,,,,,,,,,,,
Was his 1800 paper written in French  ,1,,,,,,,,,,,,
 I love the interior layout and comfort .,0,,,,,,,,,,,,
Who or what fell in love with abigail powers ,1,,,,,,,,,,,,
"As a celebrator of beauty, and especially feminine sensuality, has it been said that ``Renoir is the final representative of a tradition which runs directly from Rubens to Watteau'' ",1,,,,,,,,,,,,
What are the ant colonies that lack queens called ,1,,,,,,,,,,,,
What countries border Egypt ,1,,,,,,,,,,,,
 The screen is sharp and bright .,0,,,,,,,,,,,,
What is the poulation of Egypt ,1,,,,,,,,,,,,
May a single female lay from several dozen to several thousand eggs during her lifetime  ,1,,,,,,,,,,,,
1 inch screens are a bit cramped if several toolbars have been turned on .,0,,,,,,,,,,,,
" Solid build, comfortable interior, smooth ride, fuel efficient averaging 27 .",0,,,,,,,,,,,,
What is the name of a specialized species of duck adapted to catch large fish ,1,,,,,,,,,,,,
" Very much enjoyed the Chicago Food Tour, a walking tour that incorporates food tastings at various places like a bakery, traditional deli, pizza, chocolate lounge, etc .",0,,,,,,,,,,,,
Is Indonesia a republic ,1,,,,,,,,,,,,
The Mandarin dialects in which location have experienced a dramatic decrease in sounds and so have far more multisyllabic words than most other spoken varieties?,1,,,,,,,,,,,,
Did Fillmore form a law partnership before or after he founded the private University of Buffalo ,1,,,,,,,,,,,,
" With the SW fix and using the 0W, 20 oil our gas mileage has improved from 26 to 32 mpg   .",0,,,,,,,,,,,,
Hassan Massoudy is a master of what genre ,1,,,,,,,,,,,,
Can the origins of cymbals be traced back to prehistoric times?,1,,,,,,,,,,,,
"Location was great being only a few yards from the Gloucester Road tube on Piccadilly, Circle and District lines and was therefore an ideal base for our sight seeing visit .",0,,,,,,,,,,,,
"LOCATION ,  this hotel is located around the block from the Gloucester tube station   and a few ATM machines .",0,,,,,,,,,,,,
 An added bonus was the Executive Lounge with complimentary food throughout the day .,0,,,,,,,,,,,,
 Watching any videos drains the battery very quickly .,0,,,,,,,,,,,,
Perfectly adequate  excellent location .,0,,,,,,,,,,,,
In what language was his 1811 paper published ,1,,,,,,,,,,,,
 The food was delicious and the view was fabulous .,0,,,,,,,,,,,,
 The hotel buffet had fabulous food .,0,,,,,,,,,,,,
What were some other names of the city ,1,,,,,,,,,,,,
 Camera has great video effects   .,0,,,,,,,,,,,,
" If you had other ipods with the feauture of puting videos, when you synch them, they don't appear",0,,,,,,,,,,,,
Is Malay an agglutinative language ,1,,,,,,,,,,,,
